keep_YN,score,category,domain,summary,verbatim,corpus_id,anchor,link
,3,open_problem,composites,"Carbon fiber composite drive shafts fail catastrophically in engine fires, unlike metallic alternatives—the fire dynamics and failure mechanism remain poorly characterized.","In the engine fire, the drive shaft burned up within seconds — it did try to transfer torque, but it tore itself in two. Afterwards they redesigned it and switched the drive shafts to titanium, increasing the safety factor against fire. It's not that they hadn't thought about fire — they just didn't particularly think of the engine becoming a fire-breathing dragon, which is essentially what happened.",CS_F2012_13,§5.p10,https://r-h-taylor.github.io/lectures/7-ceZkCjx5w.html?q=In%20the%20engine%20fire%2C%20the%20drive%20shaft%20burned%20up%20within%20seconds#l3-s5-p10
,3,open_problem,other,"Sprinkler heads with Wood's metal sensors degrade prematurely when stored above 100°F, but the mechanism and creep kinetics of this failure mode are not well understood.","It cannot be stored above 100 degrees Fahrenheit, because some of them use Wood's metal as the melting sensor at 160 degrees. If it stays above 100 degrees for longer than a certain time, it'll creep, and these things can fail at less than their rated temperature.",CS_F2012_13,§8.p1,https://r-h-taylor.github.io/lectures/7-ceZkCjx5w.html?q=It%20cannot%20be%20stored%20above%20100%20degrees%20Fahrenheit%2C%20because%20so#l3-s8-p1
,3,open_problem,measurement,Finding physical phenomena with oscillation frequencies higher than 10 gigahertz to improve the fundamental precision limit of atomic timekeeping.,"If you can find something that reproducibly and reliably gives you a higher frequency than 10 gigahertz, we can get one better than one part in 10 to the 10th. But that's our limit on time.",CS_Su2012_01,§5.p3,https://r-h-taylor.github.io/lectures/8b4n8diQ_6U.html?q=If%20you%20can%20find%20something%20that%20reproducibly%20and%20reliably%20giv#l3-s5-p3
,3,open_problem,steel,"Understanding why deformation transforms 302 stainless steel from austenitic to ferromagnetic, changing its crystal structure and magnetic properties.","The reason I have 302 balls in there is because the more they're deformed, the more ferromagnetic they become. They transform on deformation to become magnetic.",CS_Su2012_01,§8.p8,https://r-h-taylor.github.io/lectures/8b4n8diQ_6U.html?q=The%20reason%20I%20have%20302%20balls%20in%20there%20is%20because%20the%20more%20the#l3-s8-p8
,3,open_problem,steel,Why 302 and 316 stainless steels show different magnetism levels despite similar nominal composition—the mechanism behind partial ferromagnetism in 302 versus non-magnetic 316.,You could actually have distinguished the 316 from the 302 by the level of magnetism.,CS_Su2012_01,§8.p9,https://r-h-taylor.github.io/lectures/8b4n8diQ_6U.html?q=You%20could%20actually%20have%20distinguished%20the%20316%20from%20the%20302%20b#l3-s8-p9
,3,open_problem,fatigue,The root cause of bearing seizure in the MH-53 helicopter swash plate bearing under hover conditions remains unexplained despite multiple in-service failures.,"All of a sudden the bearing started to seize, the helicopter crashed, and the two pilots died... Over the next few months they did have more incidents — the Japanese Navy had one go down... they had a couple go down at other places.",CS_Su2012_02,,
,3,open_problem,joining,"Understand why bearing wear patterns vary systematically by quadrant in a large flexible bearing, indicating non-circular deformation of the housing.","They weren't all equal barrels. Some were skinny barrels and some were fat barrels. And they went in quadrants. First and third quadrant you had fat barrels, second and fourth you had skinny barrels. Why?",CS_Su2012_02,§4.p19,https://r-h-taylor.github.io/lectures/cys2q7xFrbQ.html?q=They%20weren%27t%20all%20equal%20barrels.%20Some%20were%20skinny%20barrels%20and#l3-s4-p19
,3,open_problem,joining,Understand why bearing failures occur at steel-aluminum housing interfaces despite both components meeting individual specifications.,"A lot of times failures occur at the interfaces. We have the interface between the steel bearing made by company A and the helicopter swash plate made by company B. And if they don't fit together, whose fault is it?",CS_Su2012_02,§7.p6,https://r-h-taylor.github.io/lectures/cys2q7xFrbQ.html?q=A%20lot%20of%20times%20failures%20occur%20at%20the%20interfaces.%20We%20have%20the#l3-s7-p6
,3,open_problem,processing,"Design-to-manufacturing feedback loop is missing: we can now simulate geometry, stresses, and performance, but cannot yet predict how real manufacturing tolerances and QC programs will affect the final design.","Now we have to get back, as Simone says, to manufacturability, and we're not there yet. You can't simulate everything... what's our manufacturing capability, what tolerances can we really control, what QC programs will we put in.",CS_Su2012_02,§7.p14,https://r-h-taylor.github.io/lectures/cys2q7xFrbQ.html?q=Now%20we%20have%20to%20get%20back%2C%20as%20Simone%20says%2C%20to%20manufacturabilit#l3-s7-p14
,3,open_problem,measurement,Terahertz band generation and control remains underdeveloped for practical applications.,"There are little bands in here, like the terahertz band between infrared and radar, that really isn't used much. Some guys over in electrical engineering are trying to figure out how to do it. The hard thing is to control things — now we're talking about electrons moving several millimeters. In the terahertz regime you're talking about submillimeter wavelengths, and it's hard to figure out what to do. If you could develop devices that generate those rays efficiently — anyway, we use almost everything in that electromagnetic spectrum to observe materials in one way or another.",CS_Su2012_03,§5.p3,https://r-h-taylor.github.io/lectures/o2XfliUT_jA.html?q=There%20are%20little%20bands%20in%20here%2C%20like%20the%20terahertz%20band%20betw#l3-s5-p3
,3,open_problem,corrosion,How internal corrosion of aluminum tanks interacts with fatigue and weld defects to reduce service life and failure pressure.,"We go in and start looking at the tank. It was corroding on the inside, there was fatigue, lots of things wrong, bad welds in some of the originals.",CS_Su2012_03,§12.p13,https://r-h-taylor.github.io/lectures/o2XfliUT_jA.html?q=We%20go%20in%20and%20start%20looking%20at%20the%20tank.%20It%20was%20corroding%20on%20#l3-s12-p13
,3,open_problem,other,"When multiple codes written by different committees conflict, there is no systematic method to resolve which code governs—currently handled ad hoc by consultants.",But since they weren't all written by the same person — in fact they're all written by different committees — the codes have problems of conflicts. That's what keeps me in business to a certain extent. There's not a simple answer to what you do when there's conflict in the code.,CS_Su2012_04,§3.p3,https://r-h-taylor.github.io/lectures/M7jStS1Pxss.html?q=But%20since%20they%20weren%27t%20all%20written%20by%20the%20same%20person%20%E2%80%94%20in%20f#l3-s3-p3
,3,open_problem,welding,"Understand why grinding swarf patterns indicate subsurface microcracking in submarine welds, and whether these submicroscopic defects pose actual structural risk.","This grinder grinding the weld notices that the swarf — the little particles from grinding, called swarf, good Scrabble word, S-W-A-R-F — the swarf is lining up in little lines, less than a sixteenth of an inch in length. He says, I've never seen that before... They start investigating it, and the welds had a whole family, a cluster — they were full of these little micro-cracks.",CS_Su2012_04,§6.p9,https://r-h-taylor.github.io/lectures/M7jStS1Pxss.html?q=This%20grinder%20grinding%20the%20weld%20notices%20that%20the%20swarf%20%E2%80%94%20the%20#l3-s6-p9
,3,open_problem,joining,Determine the actual structural consequence of fillet weld measurement definitions (leg length vs. throat thickness) on joint strength and establish which metric truly predicts load-bearing capacity.,"The size of that fillet weld is defined in the United States as the leg length. The problem is there are two leg lengths... In Europe they use a more scientific definition, the throat thickness... The two should be related if it was a perfect triangle, which it's not... you have to say, what do I really want to measure? What you really want is some surrogate for the strength.",CS_Su2012_04,§6.p2,https://r-h-taylor.github.io/lectures/M7jStS1Pxss.html?q=The%20size%20of%20that%20fillet%20weld%20is%20defined%20in%20the%20United%20States#l3-s6-p2
,3,open_problem,measurement,"Understand why a tool fragment wedged in pipe wall passed two successive hydrostatic tests but failed a third at lower pressure, possibly due to plastic deformation.","I don't know if the plug came loose because of the previous hydro tests starting to give a little plastic deformation, opening it up so the wedge could fall out. When the wedge was no longer there, it wouldn't pass the hydro — it leaked.",CS_Su2012_04,§7.p14,https://r-h-taylor.github.io/lectures/M7jStS1Pxss.html?q=I%20don%27t%20know%20if%20the%20plug%20came%20loose%20because%20of%20the%20previous%20#l3-s7-p14
,3,open_problem,measurement,Investigate why the hydrostatic test failed to detect a 3–4 inch flaw at 80% wall thickness despite passing twice earlier.,"It passed the first hydro test because it had a plug in it — a V-shaped plug. It passed the hydro test at the mill, it passed the inspection because it was in a critical area that was not very well inspected.",CS_Su2012_04,§7.p14,https://r-h-taylor.github.io/lectures/M7jStS1Pxss.html?q=It%20passed%20the%20first%20hydro%20test%20because%20it%20had%20a%20plug%20in%20it%20%E2%80%94#l3-s7-p14
,3,open_problem,fracture,"How to establish practical acceptance criteria for internal weld flaws that account for actual stress, environment, and corrosion allowance rather than relying on arbitrary code thresholds.","You really need someone with engineering training to determine whether the flaw is acceptable or rejectable. That depends on the stress level, the environment, the wear allowance, the corrosion allowance.",CS_Su2012_05,§4.p3,https://r-h-taylor.github.io/lectures/7KFTHxDcJwY.html?q=You%20really%20need%20someone%20with%20engineering%20training%20to%20determi#l3-s4-p3
,3,open_problem,corrosion,Bleach-induced stress corrosion cracking in stainless steel food processing tanks remains undetected until catastrophic failure occurs.,"What does bleach do to stainless steel? It corrodes it. And what happens underneath the insulation — if some of that bleach gets under the insulation, you've got corrosion going on that no one can see, and no one takes the insulation off.",CS_Su2012_05,§5.p11,https://r-h-taylor.github.io/lectures/7KFTHxDcJwY.html?q=What%20does%20bleach%20do%20to%20stainless%20steel%3F%20It%20corrodes%20it.%20And%20#l3-s5-p11
,3,open_problem,fatigue,Long-term tension retention in cable-stay bridge cables under fatigue loading is not systematically monitored or understood.,"It's a fatigue-loaded situation, but the tension should stay fairly constant. Plus there's a big safety factor — safety factors are tomorrow's lecture with Dr. Belmar, and safety factors take care of a lot of mistakes. I don't think so. They may go back and check from time to time, but there's not a continuous adjustment every year. I don't know enough to say they don't check after five or ten years.",CS_Su2012_05,§6.p5,https://r-h-taylor.github.io/lectures/7KFTHxDcJwY.html?q=It%27s%20a%20fatigue-loaded%20situation%2C%20but%20the%20tension%20should%20stay#l3-s6-p5
,3,open_problem,corrosion,Why don't buried steel gas pipes from the 1930s fail faster despite predicted 5–25 year perforation times?,"The pipe running down my street, water pipe and gas pipe, have been there more than 70 years. Why aren't they full of holes? Well, it is full of holes. Science is science. But it's surrounded by mud, and the mud seals it.",CS_Su2012_07,§4.p3–p4,https://r-h-taylor.github.io/lectures/nLWgIwqPozE.html?q=The%20pipe%20running%20down%20my%20street%2C%20water%20pipe%20and%20gas%20pipe%2C%20ha#l3-s4-p3
,3,open_problem,measurement,Resolve discrepancy between calculated voltage (40 kV/m) and literature claims (2.5 MV) for arc initiation in plastic piping.,"I can show you a book on lightning that claims you can develop two and a half million volts, not just forty thousand. Same calculation, a little more sophisticated; they use two microhenrys rather than one.",CS_Su2012_07,§8.p7,https://r-h-taylor.github.io/lectures/nLWgIwqPozE.html?q=I%20can%20show%20you%20a%20book%20on%20lightning%20that%20claims%20you%20can%20devel#l3-s8-p7
,3,open_problem,other,Lightning attachment and failure mechanism in flexible gas tubing remains incompletely characterized despite field failures.,Part of it is people didn't think about the physics of a lightning strike. They didn't consider lightning... There's no engineering capability within these firms.,CS_Su2012_07,§9.p5,https://r-h-taylor.github.io/lectures/nLWgIwqPozE.html?q=Part%20of%20it%20is%20people%20didn%27t%20think%20about%20the%20physics%20of%20a%20lig#l3-s9-p5
,3,open_problem,other,Single-point versus multi-point grounding effectiveness for lightning protection in residential gas piping systems lacks rigorous validation.,"I pointed out that single-point grounding — one point in your house — is not good enough. The lightning, in the time of the lightning flash, can only see a distance of about ten feet in any direction. You'd have to ground it every ten feet.",CS_Su2012_07,§9.p2,https://r-h-taylor.github.io/lectures/nLWgIwqPozE.html?q=I%20pointed%20out%20that%20single-point%20grounding%20%E2%80%94%20one%20point%20in%20you#l3-s9-p2
,3,open_problem,steel,Why do iron whiskers achieve 2 million PSI strength while modern steels don't reach this theoretical limit despite decades of materials science.,"We grew iron whiskers in the 1950s that were a single crystal, all but a screw dislocation up the axis. They pulled those and got 2 million PSI strength experimentally, because if you don't have any mobile dislocations, you pull on a screw dislocation parallel with the axis of the screw dislocation, it won't move. It was like pulling a perfect crystal, and they got 2 million PSI strength for steel. We don't have steels at 2 million PSI.",DP_S2012_01,§9.p3,https://r-h-taylor.github.io/lectures/WdHzBSOyinU.html?q=We%20grew%20iron%20whiskers%20in%20the%201950s%20that%20were%20a%20single%20crysta#l3-s9-p3
,3,open_problem,fracture,Understand why hydrostatic stress suppresses fracture in brittle materials during deformation processing.,"You can process by deformation some brittle materials, but under very special conditions. Anybody know what those conditions are? Those conditions are when you apply a lot of hydrostatic stress. You can suppress fracture if you have a lot of hydrostatic stress.",DP_S2012_02,§3.p4,https://r-h-taylor.github.io/lectures/xODVo-2X-yQ.html?q=You%20can%20process%20by%20deformation%20some%20brittle%20materials%2C%20but%20u#l3-s3-p4
,3,open_problem,aluminum,Poisson's ratio and volume change behavior in foamed or porous materials under plastic deformation remains incompletely characterized.,"If I deformed this piece of foamed aluminum, it's going to have different Poisson ratios. It's not going to have a zero volume change if I deform it, because I'm going to break up the pores.",DP_S2012_02,§4.p9,https://r-h-taylor.github.io/lectures/xODVo-2X-yQ.html?q=If%20I%20deformed%20this%20piece%20of%20foamed%20aluminum%2C%20it%27s%20going%20to%20h#l3-s4-p9
,3,open_problem,fracture,The transition from brittle to plastic deformation in rocks under deep confining pressure is not well characterized as a function of depth.,"So if you want to go study the fracture of rocks for earthquakes and stuff — it's a lot more complex than the simple fracture we have of rocks on Earth on the surface, because they're brittle and we can set brittle behavior. But the brittleness of rocks is a function of the depth in the earth.",DP_S2012_02,§5.p5,https://r-h-taylor.github.io/lectures/xODVo-2X-yQ.html?q=So%20if%20you%20want%20to%20go%20study%20the%20fracture%20of%20rocks%20for%20earthqu#l3-s5-p5
,3,open_problem,processing,"The yield criterion (Tresca vs von Mises) that governs deformation varies with crystallographic orientation and material class, but the boundaries are not systematically mapped.","It's not always correct in crystalline materials. For a BCC metal or an FCC metal in the 110 plane in the 011 direction, the Tresca condition is correct, and I'll show you that later in the course.",DP_S2012_02,§5.p6,https://r-h-taylor.github.io/lectures/xODVo-2X-yQ.html?q=It%27s%20not%20always%20correct%20in%20crystalline%20materials.%20For%20a%20BCC%20#l3-s5-p6
,3,open_problem,measurement,"The relationship between hardness test pressure and uniaxial compressive strength appears consistent across materials, but the physical mechanisms underlying this 3× correlation remain underexplored.","With work hardening, does anybody know what the rule is for a hardness test in terms of the pressure of the hardness test compared to the uniaxial compressive strength of the material, whether it's steel or aluminum or anything else? There's actually a correlation.",DP_S2012_02,§7.p6,https://r-h-taylor.github.io/lectures/xODVo-2X-yQ.html?q=With%20work%20hardening%2C%20does%20anybody%20know%20what%20the%20rule%20is%20for%20#l3-s7-p6
,3,open_problem,processing,Why multi-directional forging (three directions) suppresses internal centerline defects better than two-directional forging remains incompletely understood.,"If you actually forge from three directions, you can help suppress some of that. Or if you forge on an anvil die, which is what he's got here with three directions, you can suppress the tendency. Just forging from two directions is not as good as forging from three directions, in terms of suppressing the internal defects, depending on the delta operation.",DP_S2012_02,§9.p9,https://r-h-taylor.github.io/lectures/xODVo-2X-yQ.html?q=If%20you%20actually%20forge%20from%20three%20directions%2C%20you%20can%20help%20su#l3-s9-p9
,3,open_problem,processing,"Grain size may control surface roughness and tolerance limits during deformation, analogous to orange peel formation.",large grains don't deform uniformly at the surface and you will get a surface roughness that can be a lot more than that. It's called orange peel because it has the texture of an orange,DP_S2012_03,§1.p4,https://r-h-taylor.github.io/lectures/cjom37YsqTM.html?q=large%20grains%20don%27t%20deform%20uniformly%20at%20the%20surface%20and%20you%20w#l3-s1-p4
,3,open_problem,joining,Characterize lubricant depletion and stearate retention under extreme sliding conditions in rapid cold-heading extrusion.,"If you just try to do oil all those extrusion operations, you have so much sliding against the workpiece, the oil would be gone. You have to have some peanut butter that has sticking power through long stretching of that.",DP_S2012_03,§4.p3,https://r-h-taylor.github.io/lectures/cjom37YsqTM.html?q=If%20you%20just%20try%20to%20do%20oil%20all%20those%20extrusion%20operations%2C%20yo#l3-s4-p3
,3,open_problem,joining,How lubricant films behave under the extreme pressures (3× yield strength) encountered in cold forming remains incompletely understood.,"I have some contact area K. From this I might be able to estimate some deformation zone geometry. The plastic deformation — this is a Delta equal to 10 type operation, high Delta operation, like a hardness test. But you will have a lubricant film which might get pushed aside under these very high pressures. I'm talking about pressures that can be three times the yield strength of the material. So the lubricant films don't always stay in place.",DP_S2012_03,§6.p2,https://r-h-taylor.github.io/lectures/cjom37YsqTM.html?q=I%20have%20some%20contact%20area%20K.%20From%20this%20I%20might%20be%20able%20to%20est#l3-s6-p2
,3,open_problem,processing,The role of friction in determining deformation zone geometry during rolling and forming operations needs characterization beyond the frictionless-processing approximations in standard texts.,"What we want to talk about is the effect of friction. This is figure 8.1 of Backofen. Some of the science is: I've got some compressive pressure P that might be the yield strength, the local yield strength, I have some contact area K. From this I might be able to estimate some deformation zone geometry.",DP_S2012_03,§6.p2,https://r-h-taylor.github.io/lectures/cjom37YsqTM.html?q=What%20we%20want%20to%20talk%20about%20is%20the%20effect%20of%20friction.%20This%20i#l3-s6-p2
,3,open_problem,processing,The mechanism by which axisymmetric wire deformation reduces the inhomogeneity factor compared to plain-strain strip deformation—specifically why the 'plug' of undeformed material in the center creates less redundant deformation—deserves explicit analysis.,Because I'm forcing the material to squeeze. The stuff in the center is hardly deforming at all. There's a big plug of material that doesn't get work-hardened very much. That plug of material that's not deforming — the redundant deformation is not as big.,DP_S2012_03,§7.p8,https://r-h-taylor.github.io/lectures/cjom37YsqTM.html?q=Because%20I%27m%20forcing%20the%20material%20to%20squeeze.%20The%20stuff%20in%20th#l3-s7-p8
,3,open_problem,processing,"Understand why centerline cracks form in wire drawing and extrusion despite low strain (Delta ~1.5), when compressive forces fail to penetrate to the axial center.","If I call this the axisymmetric line going down the center — this is a Delta operation of like 1.5. Not very high Delta. But look at that little arrow point right there. That's in tension. It actually started to slip and shear. All this stuff is in heavy compression, but as I get towards the center I actually get to tension. Because of the inhomogeneous deformation, the compressive forces don't reach all the way to the center.",DP_S2012_03,§8.p3,https://r-h-taylor.github.io/lectures/cjom37YsqTM.html?q=If%20I%20call%20this%20the%20axisymmetric%20line%20going%20down%20the%20center%20%E2%80%94#l3-s8-p3
,3,open_problem,corrosion,Characterize the stress state and failure mechanism in the Blackhawk helicopter washer to understand how residual stress and stress-corrosion cracking interact in aluminum alloys used for critical components.,"An Army helicopter in Arkansas was doing a night vision goggles training exercise, and it crashed and killed six Army soldiers and two pilots. It was because this aluminum washer was supposed to have been stress-relieved and was not. It had residual stresses in it, and it got stress corrosion cracking.",DP_S2012_03,§8.p5,https://r-h-taylor.github.io/lectures/cjom37YsqTM.html?q=An%20Army%20helicopter%20in%20Arkansas%20was%20doing%20a%20night%20vision%20gogg#l3-s8-p5
,3,open_problem,processing,Understand the physical mechanism by which orange peel surface texture forms in large-grain sheet materials during stamping.,"One of you asked me about orange peel. Here's a picture of orange peel — this is from Hosford's book too, probably chapter 16. I don't know what it is — looks like it might have been the bottom of a gas tank in the automotive industry — but it's a drawing from a stamping from sheet metal, and the surface looks like an orange. It's caused by large grain size.",DP_S2012_04,§3.p1,https://r-h-taylor.github.io/lectures/YErlfj2xGQo.html?q=One%20of%20you%20asked%20me%20about%20orange%20peel.%20Here%27s%20a%20picture%20of%20o#l3-s3-p1
,3,open_problem,joining,Why stearate molecules are such effective lubricants in metal forming remains unexplained.,"remember, soaps are stearates, and later we'll talk about why stearates are such good lubricants.",DP_S2012_04,§3.p4,https://r-h-taylor.github.io/lectures/YErlfj2xGQo.html?q=remember%2C%20soaps%20are%20stearates%2C%20and%20later%20we%27ll%20talk%20about%20wh#l3-s3-p4
,3,open_problem,processing,The mechanism by which hydrostatic pressure allows metals to reach higher elongation without causing shape change needs clarification.,"It might allow it to go to higher elongation, but it doesn't cause the shape change. The shape change is due to shear.",DP_S2012_04,§3.p3,https://r-h-taylor.github.io/lectures/YErlfj2xGQo.html?q=It%20might%20allow%20it%20to%20go%20to%20higher%20elongation%2C%20but%20it%20doesn%27t#l3-s3-p3
,3,open_problem,titanium,"Understanding why superplasticity enables 400% stretch in nickel-base superalloys at 2200°F, and what physical mechanisms enable clay-like deformation.","in superplastic forming you get material that, instead of taking a 30% stretch, will take a 400% stretch... You take the nickel-base superalloy up to 2200°F and it will deform like clay.",DP_S2012_04,§5.p5,https://r-h-taylor.github.io/lectures/YErlfj2xGQo.html?q=in%20superplastic%20forming%20you%20get%20material%20that%2C%20instead%20of%20ta#l3-s5-p5
,3,open_problem,other,Determine the physical basis for why Amtrak's trolley wire specification imposed an upper limit on elongation (8–14%) rather than just a minimum.,"Amtrak for some reason had a spec of between 8 and 14% elongation, and this stuff had 18% elongation. It had too much elongation. It was too ductile. It was too good. Ordinarily you have to meet a minimum, but they had given an upper limit. Why someone said the elongation should be between 8 and 14, I don't know.",DP_S2012_04,§8.p5,https://r-h-taylor.github.io/lectures/YErlfj2xGQo.html?q=Amtrak%20for%20some%20reason%20had%20a%20spec%20of%20between%208%20and%2014%25%20elong#l3-s8-p5
,3,open_problem,processing,Understand why large grain size in drawn copper wire causes catastrophic surface degradation and sparking against pantograph brushes at operational speed.,"There really was nothing in the literature that said you couldn't do this, that the grain size should be a big problem. But it turned out it was essentially an orange peel effect, a large grain size effect.",DP_S2012_04,§8.p8,https://r-h-taylor.github.io/lectures/YErlfj2xGQo.html?q=There%20really%20was%20nothing%20in%20the%20literature%20that%20said%20you%20cou#l3-s8-p8
,3,open_problem,processing,The mechanism by which non-uniform work hardening from inhomogeneous flow creates residual stress distributions remains underdeveloped.,"The last thing I listed was residual stresses. If I have non-uniform flow and some of it's shearing once, twice, three times, and other material is just shearing once to get the same shape change, in different parts of the part I've got different amounts of work hardening.",DP_S2012_05,§2.p5,https://r-h-taylor.github.io/lectures/2-eiyScKx6A.html?q=The%20last%20thing%20I%20listed%20was%20residual%20stresses.%20If%20I%20have%20non#l3-s2-p5
,3,open_problem,aluminum,"Whether mechanical stretch or compression actually equalizes the residual stress distribution across a part, or merely smooths peaks and valleys.","You compress it 3% — you pancake it 3% — rather than stretch it. Still mechanical stress relief. The parts that are high compression you will yield, and the places that are low compression, when you do that compression you will not yield, so when you're all done you've smoothed out all the peaks and valleys of residual stress going across the part.",DP_S2012_05,§5.p7,https://r-h-taylor.github.io/lectures/2-eiyScKx6A.html?q=You%20compress%20it%203%25%20%E2%80%94%20you%20pancake%20it%203%25%20%E2%80%94%20rather%20than%20stretch#l3-s5-p7
,3,open_problem,processing,"Dead zones form under specific friction and die-angle conditions, but the precise criteria for predicting when they occur remain unclear.","If your die angle is not right, then nature will say that the easiest shearing plane may not be the frictional plane of the workpiece. There may be a lower-energy shear at some other angle, in which case you'll just shear the material — full frictional shear of the material.",DP_S2012_05,§7.p1,https://r-h-taylor.github.io/lectures/2-eiyScKx6A.html?q=If%20your%20die%20angle%20is%20not%20right%2C%20then%20nature%20will%20say%20that%20th#l3-s7-p1
,3,open_problem,processing,"The recrystallization behavior of intermediate cold-work material (10–50% strain) is unpredictable and produces inhomogeneous grain sizes, unlike fully deformed or undeformed material.","This stuff may or may not recrystallize, but if it does you're going to end up with a bunch of different grain sizes... The worst possible situation is some sort of intermediate or low level of work. You have to put a lot of work into the material to get a uniform product.",DP_S2012_05,§7.p8–p10,https://r-h-taylor.github.io/lectures/2-eiyScKx6A.html?q=This%20stuff%20may%20or%20may%20not%20recrystallize%2C%20but%20if%20it%20does%20you%27#l3-s7-p8
,3,open_problem,processing,The Conform process has material limits—steels crack the dies—but the fundamental mechanical reason for the strength ceiling across different alloys is not explained.,"The loads are so high that if you try to put steel through, all you're going to do is crack your steel dies. The steel is not strong enough to deform steel that much. You can deform aluminum because it's soft, you can sort of do copper, you can't do brass very easily — you'll crack your dies, almost no die life.",DP_S2012_05,§7.p11,https://r-h-taylor.github.io/lectures/2-eiyScKx6A.html?q=The%20loads%20are%20so%20high%20that%20if%20you%20try%20to%20put%20steel%20through%2C%20#l3-s7-p11
,3,open_problem,processing,How friction coefficient in ring tests varies with contact time and deformation rate at high temperatures remains unclear for nickel-based superalloys.,"The contact time — someone was asking how long — is a fraction of a second, measured in tens of milliseconds... The frictional shear factor as measured in a ring test was anywhere from 0.18 to 0.53.",DP_S2012_05,§9.p6,https://r-h-taylor.github.io/lectures/2-eiyScKx6A.html?q=The%20contact%20time%20%E2%80%94%20someone%20was%20asking%20how%20long%20%E2%80%94%20is%20a%20fracti#l3-s9-p6
,3,open_problem,processing,Understand what causes overlapping defects (forging laps) when material fills closed-die cavities during forging.,"In a closed die forging, when you're trying to fill some cavity, as you're trying to fill this mold, you will get situations where you actually get overlaps.",DP_S2012_06,§3.p3,https://r-h-taylor.github.io/lectures/K4LxKVNarnM.html?q=In%20a%20closed%20die%20forging%2C%20when%20you%27re%20trying%20to%20fill%20some%20cav#l3-s3-p3
,3,open_problem,processing,Characterize the frequency and detectability of end-effect defects in forgings caused by metal flow stagnation near die exits.,"At the end you basically get a dead zone... it doesn't want to go too far in that direction and turn a 90-degree turn... in some cases that type of defect shows up in forgings, because people weren't careful about the end of the forging.",DP_S2012_06,§3.p9,https://r-h-taylor.github.io/lectures/K4LxKVNarnM.html?q=At%20the%20end%20you%20basically%20get%20a%20dead%20zone...%20it%20doesn%27t%20want%20#l3-s3-p9
,3,open_problem,corrosion,"Investigate the wear resistance mechanisms of indium tin oxide coatings under repeated mechanical contact, such as in touchscreen buttons.","The problem is, it doesn't have great wear resistance. You ever go into an automatic teller, and down where they have the button in the same corner, and people hit it with their fingernail, and it wears out? So wear is a problem.",DP_S2012_07,§2.p2,https://r-h-taylor.github.io/lectures/6TFtOotD1Dk.html?q=The%20problem%20is%2C%20it%20doesn%27t%20have%20great%20wear%20resistance.%20You%20e#l3-s2-p2
,3,open_problem,processing,"Quantify how anisotropic texture in rolled sheet metal affects strength in the through-thickness versus in-plane directions, analogous to grain anisotropy in wood.","Who says that the strength in the through-thickness direction of a thin sheet is the same as it is in the sheet, pulling in the direction of the sheet? And who says that pulling in the one direction is the same as pulling in the two direction, if one is the rolling direction of a piece of sheet, two is the transverse direction, and three is the through-thickness direction?",DP_S2012_07,§5.p1,https://r-h-taylor.github.io/lectures/6TFtOotD1Dk.html?q=Who%20says%20that%20the%20strength%20in%20the%20through-thickness%20directio#l3-s5-p1
,3,open_problem,processing,"Eagar notes that most metals have very low strain-rate sensitivity (m ≈ 0.01–0.02), causing necking, whereas superplastic materials achieve m ≥ 0.3; the mechanism underlying this wide range remains unclear.","If you can get m up to 0.3, it will start to behave superplastically. Superplastic materials have large m values like 0.3. Most metals have m values on the order of 0.01 or 0.02.",DP_S2012_07,§6.p4,https://r-h-taylor.github.io/lectures/6TFtOotD1Dk.html?q=If%20you%20can%20get%20m%20up%20to%200.3%2C%20it%20will%20start%20to%20behave%20superpla#l3-s6-p4
,3,open_problem,processing,Understand why work-hardening rates differ between principal stress directions in anisotropic materials.,"But who says that the ellipse is going to grow with the same amount of work hardening in the one direction as the two direction? The ellipse doesn't have to be just a larger version of the smaller ellipse. You can have a change in your major and minor axis, if the material is not perfectly isotropic in the way it deforms.",DP_S2012_07,§9.p1,https://r-h-taylor.github.io/lectures/6TFtOotD1Dk.html?q=But%20who%20says%20that%20the%20ellipse%20is%20going%20to%20grow%20with%20the%20same#l3-s9-p1
,3,open_problem,titanium,"Why do hexagonal close-packed metals like alpha titanium achieve R values of 4–5 through twinning, while cubic metals max out at 2–3?",And how can you get all the way up to five just because you're hexagonal close packed?,DP_S2012_08,§4.p3,https://r-h-taylor.github.io/lectures/Xp4riNsidS8.html?q=And%20how%20can%20you%20get%20all%20the%20way%20up%20to%20five%20just%20because%20you%27#l3-s4-p3
,3,open_problem,steel,"Hydrogen embrittlement in high-strength steels may not always produce the characteristic intergranular fracture, making diagnosis difficult in ~2% of cases.","Ninety-eight percent of the time you do, so these people are thinking, well, I don't see intergranular, it can't be hydrogen. You need to know about the other 2% sometimes.",DP_S2012_08,§7.p6,https://r-h-taylor.github.io/lectures/Xp4riNsidS8.html?q=Ninety-eight%20percent%20of%20the%20time%20you%20do%2C%20so%20these%20people%20are#l3-s7-p6
